SKU,Tamanho_Pedido,Loja,Data_da_Venda,Marca,Preco
HL1008,02,Fortaleza,20130119,Philco,2000
HL1015,05,Guarulhos,20130120,Sony,700
HL1013,02,Sao Paulo,20130120,Nikon,1550
HL1018,04,Sao Paulo,20130120,Xiaomi,1200
HL1005,03,Curitiba,20130120,Canon,1500
HL1009,02,Sao Paulo,20130120,Motorola,1400
HL1023,02,Rio de Janeiro,20130120,Samsung,1500
HL1024,03,Rio de Janeiro,20130120,Acer,2400
HL1021,02,Salvador,20130120,Samsung,3000
HL1019,04,Sao Paulo,20130121,Apple,6500
HL1021,01,Belo Horizonte,20130121,Samsung,3000
HL1024,04,Sao Paulo,20130121,Acer,2400
HL1007,03,Salvador,20130121,Dell,2300
HL1008,01,Goiania,20130121,Philco,2000
HL1015,01,Sao Paulo,20130121,Sony,700
HL1003,01,Fortaleza,20130121,Samsung,4500
HL1008,05,Sao Paulo,20130121,Philco,2000
HL1024,03,Belo Horizonte,20130121,Acer,2400
HL1009,02,Rio de Janeiro,20130122,Motorola,1400
HL1009,05,Fortaleza,20130122,Motorola,1400
HL1021,01,Sao Paulo,20130122,Samsung,3000
HL1015,03,Recife,20130122,Sony,700
HL1007,02,Sao Paulo,20130122,Dell,2300
HL1008,01,Campinas,20130122,Philco,2000
HL1009,03,Niteroi,20130123,Motorola,1400
HL1015,01,Sao Paulo,20130123,Sony,700
HL1018,03,Sao Paulo,20130123,Xiaomi,1200
HL1014,02,Campinas,20130123,Samsung,1100
HL1015,03,Goiania,20130123,Sony,700
HL1011,02,Rio de Janeiro,20130123,Samsung,2000
HL1009,01,Sao Paulo,20130123,Motorola,1400
HL1024,04,Goiania,20130123,Acer,2400
HL1006,01,Fortaleza,20130123,Samsung,1400
HL1013,05,Nova Iguacu,20130123,Nikon,1550
HL1022,05,Guarulhos,20130123,Apple,750
HL1006,03,Curitiba,20130124,Samsung,1400
HL1004,01,Rio de Janeiro,20130124,Apple,1750
HL1012,02,Curitiba,20130124,Dell,5500
HL1013,02,Rio de Janeiro,20130124,Nikon,1550
HL1012,05,Niteroi,20130124,Dell,5500
HL1005,02,Porto Alegre,20130124,Canon,1500
HL1018,04,Salvador,20130124,Xiaomi,1200
HL1011,02,Salvador,20130124,Samsung,2000
HL1003,01,Guarulhos,20130124,Samsung,4500
HL1005,05,Sao Paulo,20130124,Canon,1500
HL1012,02,Rio de Janeiro,20130124,Dell,5500
HL1018,02,Porto Alegre,20130125,Xiaomi,1200
HL1013,01,Goiania,20130125,Nikon,1550
HL1010,02,Recife,20130125,Apple,1900
HL1021,05,Porto Alegre,20130125,Samsung,3000
HL1002,05,Fortaleza,20130125,Apple,2500
HL1009,03,Niteroi,20130125,Motorola,1400
HL1018,04,Sao Paulo,20130125,Xiaomi,1200
HL1021,05,Campinas,20130125,Samsung,3000
HL1023,05,Salvador,20130125,Samsung,1500
HL1020,03,Recife,20130125,Motorola,1500
HL1007,03,Sao Paulo,20130126,Dell,2300
HL1020,04,Recife,20130126,Motorola,1500
HL1005,05,Rio de Janeiro,20130126,Canon,1500
HL1011,05,Sao Paulo,20130126,Samsung,2000
HL1002,05,Goiania,20130126,Apple,2500
HL1016,05,Belo Horizonte,20130126,Samsung,1450
HL1024,05,Salvador,20130126,Acer,2400
HL1015,01,Belo Horizonte,20130126,Sony,700
HL1002,02,Rio de Janeiro,20130126,Apple,2500
HL1023,02,Sao Paulo,20130126,Samsung,1500
HL1023,02,Sao Paulo,20130126,Samsung,1500
HL1015,01,Curitiba,20130127,Sony,700
HL1018,02,Rio de Janeiro,20130127,Xiaomi,1200
HL1023,05,Recife,20130127,Samsung,1500
HL1005,02,Sao Paulo,20130127,Canon,1500
HL1008,05,Rio de Janeiro,20130127,Philco,2000
HL1005,04,Belo Horizonte,20130128,Canon,1500
HL1018,02,Recife,20130128,Xiaomi,1200
HL1017,02,Recife,20130128,Samsung,5200
HL1014,03,Guarulhos,20130128,Samsung,1100
HL1005,03,Fortaleza,20130128,Canon,1500
HL1009,01,Sao Paulo,20130128,Motorola,1400
HL1005,04,Guarulhos,20130128,Canon,1500
HL1003,04,Fortaleza,20130128,Samsung,4500
HL1004,03,Belo Horizonte,20130128,Apple,1750
HL1002,05,Curitiba,20130128,Apple,2500
HL1013,05,Sao Paulo,20130128,Nikon,1550
HL1022,01,Salvador,20130128,Apple,750
HL1018,02,Porto Alegre,20130128,Xiaomi,1200
HL1010,01,Sao Paulo,20130128,Apple,1900
HL1015,02,Sao Paulo,20130128,Sony,700
HL1015,05,Campinas,20130129,Sony,700
HL1009,04,Sao Paulo,20130129,Motorola,1400
HL1008,01,Goiania,20130129,Philco,2000
HL1019,04,Sao Paulo,20130129,Apple,6500
HL1020,05,Recife,20130129,Motorola,1500
HL1024,03,Curitiba,20130129,Acer,2400
HL1006,03,Sao Paulo,20130129,Samsung,1400
HL1018,02,Goiania,20130129,Xiaomi,1200
HL1014,05,Sao Paulo,20130129,Samsung,1100
HL1009,04,Rio de Janeiro,20130129,Motorola,1400
HL1007,05,Campinas,20130129,Dell,2300
HL1015,03,Belo Horizonte,20130129,Sony,700
HL1009,04,Rio de Janeiro,20130129,Motorola,1400
HL1005,03,Sao Paulo,20130129,Canon,1500
HL1018,02,Porto Alegre,20130129,Xiaomi,1200
HL1009,05,Goiania,20130129,Motorola,1400
HL1019,02,Goiania,20130130,Apple,6500
HL1007,03,Porto Alegre,20130130,Dell,2300
HL1005,05,Salvador,20130130,Canon,1500
HL1005,05,Curitiba,20130130,Canon,1500
HL1007,01,Rio de Janeiro,20130130,Dell,2300
HL1008,05,Campinas,20130131,Philco,2000
HL1017,02,Recife,20130131,Samsung,5200
HL1014,05,Recife,20130131,Samsung,1100
HL1005,03,Recife,20130131,Canon,1500
HL1023,02,Niteroi,20130131,Samsung,1500
HL1018,02,Fortaleza,20130131,Xiaomi,1200
HL1015,03,Sao Paulo,20130131,Sony,700
HL1008,01,Sao Paulo,20130131,Philco,2000
HL1002,03,Sao Paulo,20130201,Apple,2500
HL1019,03,Fortaleza,20130201,Apple,6500
HL1023,02,Sao Paulo,20130201,Samsung,1500
HL1021,04,Salvador,20130201,Samsung,3000
HL1012,03,Porto Alegre,20130201,Dell,5500
HL1005,05,Rio de Janeiro,20130201,Canon,1500
HL1015,04,Curitiba,20130201,Sony,700
HL1009,01,Belo Horizonte,20130201,Motorola,1400
HL1023,03,Goiania,20130201,Samsung,1500
HL1020,01,Porto Alegre,20130201,Motorola,1500
HL1015,04,Rio de Janeiro,20130201,Sony,700
HL1021,02,Sao Paulo,20130202,Samsung,3000
HL1009,04,Fortaleza,20130202,Motorola,1400
HL1019,05,Fortaleza,20130202,Apple,6500
HL1014,03,Recife,20130202,Samsung,1100
HL1007,03,Belo Horizonte,20130202,Dell,2300
HL1020,04,Recife,20130202,Motorola,1500
HL1021,03,Rio de Janeiro,20130202,Samsung,3000
HL1013,05,Nova Iguacu,20130202,Nikon,1550
HL1007,02,Rio de Janeiro,20130202,Dell,2300
HL1009,02,Belo Horizonte,20130202,Motorola,1400
HL1002,04,Sao Paulo,20130203,Apple,2500
HL1012,01,Recife,20130203,Dell,5500
HL1023,04,Goiania,20130203,Samsung,1500
HL1021,01,Curitiba,20130203,Samsung,3000
HL1012,05,Goiania,20130203,Dell,5500
HL1018,04,Sao Paulo,20130203,Xiaomi,1200
HL1015,03,Salvador,20130203,Sony,700
HL1018,02,Recife,20130203,Xiaomi,1200
HL1009,04,Nova Iguacu,20130203,Motorola,1400
HL1007,02,Rio de Janeiro,20130204,Dell,2300
HL1023,03,Fortaleza,20130204,Samsung,1500
HL1021,05,Fortaleza,20130204,Samsung,3000
HL1021,05,Sao Paulo,20130204,Samsung,3000
HL1002,03,Salvador,20130204,Apple,2500
HL1024,05,Rio de Janeiro,20130204,Acer,2400
HL1007,05,Sao Paulo,20130205,Dell,2300
HL1008,03,Porto Alegre,20130205,Philco,2000
HL1015,02,Guarulhos,20130205,Sony,700
HL1009,03,Salvador,20130205,Motorola,1400
HL1021,04,Salvador,20130205,Samsung,3000
HL1005,04,Fortaleza,20130205,Canon,1500
HL1015,01,Goiania,20130205,Sony,700
HL1006,03,Rio de Janeiro,20130205,Samsung,1400
HL1002,02,Porto Alegre,20130205,Apple,2500
HL1021,04,Salvador,20130206,Samsung,3000
HL1013,04,Rio de Janeiro,20130206,Nikon,1550
HL1021,04,Curitiba,20130206,Samsung,3000
HL1012,03,Sao Paulo,20130206,Dell,5500
HL1008,03,Porto Alegre,20130206,Philco,2000
HL1005,02,Sao Paulo,20130207,Canon,1500
HL1023,02,Rio de Janeiro,20130207,Samsung,1500
HL1007,04,Salvador,20130207,Dell,2300
HL1006,02,Recife,20130207,Samsung,1400
HL1007,04,Salvador,20130208,Dell,2300
HL1021,01,Recife,20130208,Samsung,3000
HL1005,04,Salvador,20130208,Canon,1500
HL1021,03,Rio de Janeiro,20130208,Samsung,3000
HL1005,04,Sao Paulo,20130209,Canon,1500
HL1024,01,Fortaleza,20130209,Acer,2400
HL1023,01,Salvador,20130209,Samsung,1500
HL1009,05,Porto Alegre,20130209,Motorola,1400
HL1018,04,Fortaleza,20130209,Xiaomi,1200
HL1018,05,Fortaleza,20130209,Xiaomi,1200
HL1007,01,Campinas,20130209,Dell,2300
HL1013,03,Guarulhos,20130210,Nikon,1550
HL1019,04,Salvador,20130210,Apple,6500
HL1009,01,Rio de Janeiro,20130210,Motorola,1400
HL1018,05,Recife,20130210,Xiaomi,1200
HL1005,05,Salvador,20130210,Canon,1500
HL1010,05,Nova Iguacu,20130210,Apple,1900
HL1012,03,Sao Paulo,20130210,Dell,5500
HL1024,04,Sao Paulo,20130211,Acer,2400
HL1009,05,Rio de Janeiro,20130211,Motorola,1400
HL1023,05,Curitiba,20130211,Samsung,1500
HL1008,01,Porto Alegre,20130211,Philco,2000
HL1007,03,Sao Paulo,20130211,Dell,2300
HL1002,05,Sao Paulo,20130211,Apple,2500
HL1018,01,Nova Iguacu,20130211,Xiaomi,1200
HL1007,01,Curitiba,20130211,Dell,2300
HL1012,02,Salvador,20130212,Dell,5500
HL1015,03,Recife,20130212,Sony,700
HL1023,01,Salvador,20130212,Samsung,1500
HL1022,02,Recife,20130212,Apple,750
HL1023,02,Niteroi,20130212,Samsung,1500
HL1005,04,Guarulhos,20130212,Canon,1500
HL1024,05,Fortaleza,20130212,Acer,2400
HL1017,05,Campinas,20130213,Samsung,5200
HL1021,02,Sao Paulo,20130213,Samsung,3000
HL1017,03,Campinas,20130213,Samsung,5200
HL1020,02,Fortaleza,20130213,Motorola,1500
HL1018,04,Fortaleza,20130213,Xiaomi,1200
HL1013,04,Campinas,20130213,Nikon,1550
HL1015,02,Sao Paulo,20130213,Sony,700
HL1012,01,Rio de Janeiro,20130213,Dell,5500
HL1015,05,Sao Paulo,20130213,Sony,700
HL1019,01,Sao Paulo,20130214,Apple,6500
HL1011,02,Salvador,20130214,Samsung,2000
HL1010,04,Sao Paulo,20130214,Apple,1900
HL1015,04,Curitiba,20130214,Sony,700
HL1007,04,Belo Horizonte,20130214,Dell,2300
HL1002,01,Salvador,20130214,Apple,2500
HL1008,05,Sao Paulo,20130214,Philco,2000
HL1020,01,Rio de Janeiro,20130214,Motorola,1500
HL1023,03,Salvador,20130214,Samsung,1500
HL1015,02,Porto Alegre,20130214,Sony,700
HL1024,01,Sao Paulo,20130215,Acer,2400
HL1009,04,Porto Alegre,20130215,Motorola,1400
HL1023,05,Belo Horizonte,20130215,Samsung,1500
HL1002,05,Goiania,20130215,Apple,2500
HL1005,01,Rio de Janeiro,20130215,Canon,1500
HL1013,04,Rio de Janeiro,20130215,Nikon,1550
HL1023,02,Belo Horizonte,20130215,Samsung,1500
HL1023,04,Belo Horizonte,20130216,Samsung,1500
HL1023,05,Porto Alegre,20130216,Samsung,1500
HL1007,03,Goiania,20130216,Dell,2300
HL1008,02,Sao Paulo,20130216,Philco,2000
HL1005,03,Sao Paulo,20130216,Canon,1500
HL1023,04,Niteroi,20130216,Samsung,1500
HL1011,03,Fortaleza,20130216,Samsung,2000
HL1015,04,Fortaleza,20130216,Sony,700
HL1009,03,Rio de Janeiro,20130216,Motorola,1400
HL1021,03,Campinas,20130216,Samsung,3000
HL1006,02,Sao Paulo,20130216,Samsung,1400
HL1005,05,Campinas,20130216,Canon,1500
HL1015,04,Sao Paulo,20130216,Sony,700
HL1015,03,Niteroi,20130216,Sony,700
HL1005,02,Belo Horizonte,20130217,Canon,1500
HL1007,05,Recife,20130217,Dell,2300
HL1008,05,Recife,20130217,Philco,2000
HL1015,05,Rio de Janeiro,20130217,Sony,700
HL1023,04,Belo Horizonte,20130218,Samsung,1500
HL1008,01,Salvador,20130218,Philco,2000
HL1024,03,Recife,20130218,Acer,2400
HL1019,01,Curitiba,20130218,Apple,6500
HL1020,03,Sao Paulo,20130218,Motorola,1500
HL1008,01,Sao Paulo,20130218,Philco,2000
HL1002,05,Curitiba,20130218,Apple,2500
HL1013,05,Sao Paulo,20130218,Nikon,1550
HL1015,01,Salvador,20130218,Sony,700
HL1002,05,Curitiba,20130218,Apple,2500
HL1023,04,Porto Alegre,20130219,Samsung,1500
HL1023,02,Salvador,20130219,Samsung,1500
HL1020,01,Fortaleza,20130219,Motorola,1500
HL1015,03,Rio de Janeiro,20130219,Sony,700
HL1013,05,Belo Horizonte,20130219,Nikon,1550
HL1005,05,Nova Iguacu,20130219,Canon,1500
HL1008,04,Guarulhos,20130220,Philco,2000
HL1007,03,Sao Paulo,20130220,Dell,2300
HL1007,02,Sao Paulo,20130220,Dell,2300
HL1017,05,Sao Paulo,20130220,Samsung,5200
HL1021,03,Nova Iguacu,20130220,Samsung,3000
HL1009,03,Salvador,20130220,Motorola,1400
HL1007,05,Recife,20130220,Dell,2300
HL1015,04,Salvador,20130221,Sony,700
HL1019,04,Campinas,20130221,Apple,6500
HL1015,04,Sao Paulo,20130221,Sony,700
HL1015,02,Curitiba,20130221,Sony,700
HL1018,03,Sao Paulo,20130221,Xiaomi,1200
HL1010,04,Sao Paulo,20130221,Apple,1900
HL1021,05,Rio de Janeiro,20130221,Samsung,3000
HL1012,03,Rio de Janeiro,20130221,Dell,5500
HL1017,05,Rio de Janeiro,20130222,Samsung,5200
HL1024,01,Belo Horizonte,20130222,Acer,2400
HL1018,02,Porto Alegre,20130222,Xiaomi,1200
HL1009,02,Goiania,20130222,Motorola,1400
HL1023,01,Curitiba,20130222,Samsung,1500
HL1005,02,Curitiba,20130222,Canon,1500
HL1008,01,Sao Paulo,20130222,Philco,2000
HL1023,03,Sao Paulo,20130222,Samsung,1500
HL1019,05,Recife,20130223,Apple,6500
HL1007,03,Fortaleza,20130223,Dell,2300
HL1018,02,Salvador,20130223,Xiaomi,1200
HL1007,01,Recife,20130223,Dell,2300
HL1008,01,Rio de Janeiro,20130223,Philco,2000
HL1018,01,Sao Paulo,20130223,Xiaomi,1200
HL1009,05,Salvador,20130223,Motorola,1400
HL1009,01,Porto Alegre,20130224,Motorola,1400
HL1007,01,Sao Paulo,20130224,Dell,2300
HL1013,05,Sao Paulo,20130224,Nikon,1550
HL1007,05,Rio de Janeiro,20130225,Dell,2300
HL1018,02,Salvador,20130225,Xiaomi,1200
HL1023,05,Sao Paulo,20130225,Samsung,1500
HL1024,03,Sao Paulo,20130225,Acer,2400
HL1023,01,Curitiba,20130225,Samsung,1500
HL1015,05,Salvador,20130225,Sony,700
HL1021,03,Rio de Janeiro,20130225,Samsung,3000
HL1023,02,Guarulhos,20130225,Samsung,1500
HL1015,02,Sao Paulo,20130226,Sony,700
HL1020,05,Porto Alegre,20130226,Motorola,1500
HL1021,02,Sao Paulo,20130226,Samsung,3000
HL1023,04,Guarulhos,20130226,Samsung,1500
HL1005,02,Salvador,20130226,Canon,1500
HL1002,05,Fortaleza,20130226,Apple,2500
HL1009,03,Sao Paulo,20130226,Motorola,1400
HL1023,05,Sao Paulo,20130226,Samsung,1500
HL1015,04,Guarulhos,20130226,Sony,700
HL1002,01,Campinas,20130226,Apple,2500
HL1018,04,Nova Iguacu,20130226,Xiaomi,1200
HL1005,01,Belo Horizonte,20130226,Canon,1500
HL1008,05,Belo Horizonte,20130226,Philco,2000
HL1005,02,Guarulhos,20130226,Canon,1500
HL1009,04,Porto Alegre,20130226,Motorola,1400
HL1009,01,Sao Paulo,20130226,Motorola,1400
HL1018,04,Fortaleza,20130226,Xiaomi,1200
HL1010,01,Rio de Janeiro,20130226,Apple,1900
HL1023,05,Sao Paulo,20130227,Samsung,1500
HL1008,01,Sao Paulo,20130227,Philco,2000
HL1023,04,Sao Paulo,20130227,Samsung,1500
HL1019,04,Recife,20130227,Apple,6500
HL1023,05,Sao Paulo,20130227,Samsung,1500
HL1023,05,Recife,20130227,Samsung,1500
HL1006,04,Rio de Janeiro,20130227,Samsung,1400
HL1021,02,Recife,20130227,Samsung,3000
HL1023,02,Curitiba,20130227,Samsung,1500
HL1023,04,Campinas,20130228,Samsung,1500
HL1018,04,Fortaleza,20130228,Xiaomi,1200
HL1015,03,Fortaleza,20130228,Sony,700
HL1018,05,Belo Horizonte,20130228,Xiaomi,1200
HL1005,01,Rio de Janeiro,20130228,Canon,1500
HL1021,05,Belo Horizonte,20130228,Samsung,3000
HL1015,01,Porto Alegre,20130228,Sony,700
HL1010,03,Recife,20130228,Apple,1900
HL1018,02,Campinas,20130228,Xiaomi,1200
HL1024,04,Curitiba,20130228,Acer,2400
HL1021,01,Belo Horizonte,20130228,Samsung,3000
HL1005,05,Fortaleza,20130228,Canon,1500
HL1002,01,Campinas,20130228,Apple,2500
HL1023,05,Goiania,20130228,Samsung,1500
HL1014,05,Fortaleza,20130228,Samsung,1100
HL1021,05,Sao Paulo,20130228,Samsung,3000
HL1015,02,Recife,20130228,Sony,700
HL1018,03,Salvador,20130228,Xiaomi,1200
HL1019,03,Guarulhos,20130228,Apple,6500
HL1013,05,Recife,20130228,Nikon,1550
HL1021,02,Goiania,20130301,Samsung,3000
HL1015,01,Salvador,20130301,Sony,700
HL1007,01,Rio de Janeiro,20130301,Dell,2300
HL1018,01,Sao Paulo,20130301,Xiaomi,1200
HL1018,02,Nova Iguacu,20130301,Xiaomi,1200
HL1007,01,Recife,20130301,Dell,2300
HL1018,03,Salvador,20130301,Xiaomi,1200
HL1009,03,Salvador,20130301,Motorola,1400
HL1015,03,Campinas,20130302,Sony,700
HL1019,01,Salvador,20130302,Apple,6500
HL1012,05,Curitiba,20130302,Dell,5500
HL1024,04,Goiania,20130302,Acer,2400
HL1009,04,Nova Iguacu,20130302,Motorola,1400
HL1010,04,Niteroi,20130302,Apple,1900
HL1023,01,Recife,20130302,Samsung,1500
HL1015,05,Porto Alegre,20130302,Sony,700
HL1005,01,Porto Alegre,20130303,Canon,1500
HL1008,03,Fortaleza,20130303,Philco,2000
HL1020,03,Porto Alegre,20130303,Motorola,1500
HL1003,05,Rio de Janeiro,20130303,Samsung,4500
HL1018,04,Curitiba,20130303,Xiaomi,1200
HL1020,04,Salvador,20130303,Motorola,1500
HL1005,04,Guarulhos,20130303,Canon,1500
HL1019,04,Recife,20130303,Apple,6500
HL1012,01,Campinas,20130303,Dell,5500
HL1007,02,Guarulhos,20130303,Dell,2300
HL1004,05,Guarulhos,20130303,Apple,1750
HL1021,02,Sao Paulo,20130303,Samsung,3000
HL1024,01,Campinas,20130303,Acer,2400
HL1009,02,Rio de Janeiro,20130303,Motorola,1400
HL1005,04,Recife,20130304,Canon,1500
HL1018,02,Salvador,20130304,Xiaomi,1200
HL1003,01,Belo Horizonte,20130304,Samsung,4500
HL1015,03,Recife,20130304,Sony,700
HL1015,04,Sao Paulo,20130304,Sony,700
HL1010,01,Rio de Janeiro,20130304,Apple,1900
HL1008,05,Sao Paulo,20130304,Philco,2000
HL1007,02,Salvador,20130304,Dell,2300
HL1021,05,Sao Paulo,20130304,Samsung,3000
HL1019,04,Campinas,20130305,Apple,6500
HL1020,02,Sao Paulo,20130305,Motorola,1500
HL1008,03,Fortaleza,20130305,Philco,2000
HL1007,02,Salvador,20130306,Dell,2300
HL1005,05,Goiania,20130306,Canon,1500
HL1021,03,Recife,20130306,Samsung,3000
HL1021,05,Fortaleza,20130306,Samsung,3000
HL1023,02,Goiania,20130306,Samsung,1500
HL1018,02,Guarulhos,20130306,Xiaomi,1200
HL1017,02,Rio de Janeiro,20130306,Samsung,5200
HL1013,04,Sao Paulo,20130306,Nikon,1550
HL1020,02,Fortaleza,20130306,Motorola,1500
HL1008,05,Sao Paulo,20130306,Philco,2000
HL1013,01,Nova Iguacu,20130306,Nikon,1550
HL1005,04,Recife,20130307,Canon,1500
HL1021,04,Campinas,20130307,Samsung,3000
HL1021,04,Rio de Janeiro,20130307,Samsung,3000
HL1012,05,Sao Paulo,20130307,Dell,5500
HL1005,04,Salvador,20130307,Canon,1500
HL1013,02,Belo Horizonte,20130307,Nikon,1550
HL1009,03,Nova Iguacu,20130307,Motorola,1400
HL1013,03,Fortaleza,20130308,Nikon,1550
HL1020,04,Goiania,20130308,Motorola,1500
HL1005,04,Recife,20130308,Canon,1500
HL1014,03,Porto Alegre,20130308,Samsung,1100
HL1010,05,Sao Paulo,20130308,Apple,1900
HL1021,01,Rio de Janeiro,20130308,Samsung,3000
HL1010,01,Salvador,20130308,Apple,1900
HL1005,03,Salvador,20130308,Canon,1500
HL1007,04,Rio de Janeiro,20130308,Dell,2300
HL1007,04,Sao Paulo,20130308,Dell,2300
HL1007,03,Fortaleza,20130308,Dell,2300
HL1005,03,Guarulhos,20130308,Canon,1500
HL1021,02,Belo Horizonte,20130308,Samsung,3000
HL1014,01,Rio de Janeiro,20130308,Samsung,1100
HL1019,03,Sao Paulo,20130309,Apple,6500
HL1005,05,Sao Paulo,20130309,Canon,1500
HL1009,03,Sao Paulo,20130309,Motorola,1400
HL1024,04,Guarulhos,20130309,Acer,2400
HL1024,04,Sao Paulo,20130309,Acer,2400
HL1008,03,Salvador,20130309,Philco,2000
HL1005,05,Salvador,20130309,Canon,1500
HL1024,02,Niteroi,20130309,Acer,2400
HL1014,03,Belo Horizonte,20130310,Samsung,1100
HL1005,02,Goiania,20130310,Canon,1500
HL1019,02,Belo Horizonte,20130310,Apple,6500
HL1015,05,Porto Alegre,20130310,Sony,700
HL1005,02,Fortaleza,20130310,Canon,1500
HL1005,03,Niteroi,20130310,Canon,1500
HL1018,04,Campinas,20130311,Xiaomi,1200
HL1024,01,Fortaleza,20130311,Acer,2400
HL1019,05,Campinas,20130311,Apple,6500
HL1009,03,Guarulhos,20130311,Motorola,1400
HL1006,05,Rio de Janeiro,20130311,Samsung,1400
HL1008,01,Campinas,20130311,Philco,2000
HL1024,04,Recife,20130311,Acer,2400
HL1015,01,Nova Iguacu,20130311,Sony,700
HL1013,04,Sao Paulo,20130311,Nikon,1550
HL1023,04,Campinas,20130311,Samsung,1500
HL1024,01,Sao Paulo,20130311,Acer,2400
HL1023,01,Sao Paulo,20130311,Samsung,1500
HL1021,05,Sao Paulo,20130311,Samsung,3000
HL1022,01,Guarulhos,20130312,Apple,750
HL1015,05,Belo Horizonte,20130312,Sony,700
HL1007,01,Sao Paulo,20130312,Dell,2300
HL1018,02,Salvador,20130312,Xiaomi,1200
HL1008,02,Sao Paulo,20130312,Philco,2000
HL1019,05,Curitiba,20130312,Apple,6500
HL1006,01,Sao Paulo,20130312,Samsung,1400
HL1018,03,Sao Paulo,20130312,Xiaomi,1200
HL1009,04,Recife,20130312,Motorola,1400
HL1002,05,Sao Paulo,20130313,Apple,2500
HL1009,04,Sao Paulo,20130313,Motorola,1400
HL1008,05,Rio de Janeiro,20130313,Philco,2000
HL1021,05,Curitiba,20130313,Samsung,3000
HL1023,03,Belo Horizonte,20130313,Samsung,1500
HL1012,04,Rio de Janeiro,20130314,Dell,5500
HL1006,04,Sao Paulo,20130314,Samsung,1400
HL1005,04,Fortaleza,20130314,Canon,1500
HL1005,03,Sao Paulo,20130314,Canon,1500
HL1021,05,Guarulhos,20130314,Samsung,3000
HL1009,05,Sao Paulo,20130314,Motorola,1400
HL1007,04,Sao Paulo,20130314,Dell,2300
HL1022,01,Salvador,20130314,Apple,750
HL1005,02,Niteroi,20130314,Canon,1500
HL1009,04,Recife,20130314,Motorola,1400
HL1015,05,Nova Iguacu,20130315,Sony,700
HL1024,04,Sao Paulo,20130315,Acer,2400
HL1007,05,Sao Paulo,20130315,Dell,2300
HL1018,01,Rio de Janeiro,20130315,Xiaomi,1200
HL1024,01,Porto Alegre,20130315,Acer,2400
HL1015,03,Fortaleza,20130315,Sony,700
HL1023,05,Salvador,20130316,Samsung,1500
HL1017,05,Rio de Janeiro,20130316,Samsung,5200
HL1021,04,Sao Paulo,20130316,Samsung,3000
HL1008,03,Fortaleza,20130316,Philco,2000
HL1015,04,Recife,20130316,Sony,700
HL1009,05,Salvador,20130316,Motorola,1400
HL1005,02,Sao Paulo,20130317,Canon,1500
HL1007,01,Belo Horizonte,20130317,Dell,2300
HL1021,02,Recife,20130317,Samsung,3000
HL1020,05,Fortaleza,20130317,Motorola,1500
HL1013,05,Salvador,20130317,Nikon,1550
HL1015,03,Rio de Janeiro,20130317,Sony,700
HL1007,01,Sao Paulo,20130317,Dell,2300
HL1018,02,Sao Paulo,20130317,Xiaomi,1200
HL1004,05,Curitiba,20130317,Apple,1750
HL1009,04,Salvador,20130317,Motorola,1400
HL1005,02,Salvador,20130317,Canon,1500
HL1023,02,Campinas,20130317,Samsung,1500
HL1018,01,Sao Paulo,20130317,Xiaomi,1200
HL1002,01,Sao Paulo,20130318,Apple,2500
HL1008,04,Niteroi,20130318,Philco,2000
HL1018,03,Sao Paulo,20130318,Xiaomi,1200
HL1005,01,Sao Paulo,20130318,Canon,1500
HL1023,03,Porto Alegre,20130318,Samsung,1500
HL1005,04,Belo Horizonte,20130318,Canon,1500
HL1009,02,Salvador,20130318,Motorola,1400
HL1010,04,Fortaleza,20130318,Apple,1900
HL1013,01,Guarulhos,20130318,Nikon,1550
HL1019,04,Rio de Janeiro,20130318,Apple,6500
HL1021,01,Recife,20130319,Samsung,3000
HL1008,05,Guarulhos,20130319,Philco,2000
HL1003,02,Guarulhos,20130319,Samsung,4500
HL1015,04,Guarulhos,20130319,Sony,700
HL1008,02,Recife,20130319,Philco,2000
HL1023,01,Sao Paulo,20130319,Samsung,1500
HL1021,05,Porto Alegre,20130319,Samsung,3000
HL1008,02,Salvador,20130319,Philco,2000
HL1013,01,Rio de Janeiro,20130319,Nikon,1550
HL1023,01,Belo Horizonte,20130320,Samsung,1500
HL1005,02,Recife,20130320,Canon,1500
HL1009,02,Campinas,20130320,Motorola,1400
HL1009,05,Sao Paulo,20130320,Motorola,1400
HL1008,05,Rio de Janeiro,20130320,Philco,2000
HL1009,02,Goiania,20130320,Motorola,1400
HL1003,02,Sao Paulo,20130320,Samsung,4500
HL1013,03,Sao Paulo,20130320,Nikon,1550
HL1005,03,Belo Horizonte,20130320,Canon,1500
HL1005,01,Recife,20130320,Canon,1500
HL1007,03,Sao Paulo,20130320,Dell,2300
HL1021,02,Curitiba,20130320,Samsung,3000
HL1021,04,Salvador,20130321,Samsung,3000
HL1009,03,Guarulhos,20130321,Motorola,1400
HL1007,05,Recife,20130321,Dell,2300
HL1015,04,Rio de Janeiro,20130321,Sony,700
HL1009,02,Fortaleza,20130321,Motorola,1400
HL1023,05,Recife,20130321,Samsung,1500
HL1023,01,Salvador,20130321,Samsung,1500
HL1007,04,Salvador,20130321,Dell,2300
HL1021,01,Guarulhos,20130321,Samsung,3000
HL1018,04,Belo Horizonte,20130322,Xiaomi,1200
HL1013,02,Fortaleza,20130322,Nikon,1550
HL1024,04,Sao Paulo,20130322,Acer,2400
HL1008,05,Campinas,20130322,Philco,2000
HL1007,03,Goiania,20130322,Dell,2300
